epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,10751.7,1.26466,0.78803,1.21501,0.7131,0.67688,0.70275,0.39301,1.25983,0.80749,1.1655,0.004951,0.004951,0.004951
104,10856.1,1.26377,0.80559,1.21318,0.72377,0.66996,0.70953,0.39855,1.25388,0.80473,1.162,0.0049015,0.0049015,0.0049015
105,10961.8,1.24565,0.78146,1.19927,0.72351,0.6517,0.69931,0.39398,1.26702,0.79814,1.16715,0.004852,0.004852,0.004852
106,11066.1,1.25488,0.7954,1.19522,0.70063,0.66852,0.69889,0.3892,1.27375,0.79336,1.17633,0.0048025,0.0048025,0.0048025
107,11170,1.24555,0.78927,1.19699,0.71472,0.67489,0.70754,0.39696,1.27582,0.78638,1.17111,0.004753,0.004753,0.004753
108,11273.7,1.2576,0.7836,1.19233,0.72433,0.66108,0.70201,0.39132,1.25569,0.77546,1.16477,0.0047035,0.0047035,0.0047035
109,11378.2,1.23176,0.76649,1.18002,0.73098,0.65565,0.70144,0.39811,1.25602,0.80578,1.16756,0.004654,0.004654,0.004654
110,11482,1.25509,0.77323,1.20259,0.73819,0.66453,0.70984,0.40237,1.24587,0.77689,1.16422,0.0046045,0.0046045,0.0046045
111,11587.1,1.23593,0.77592,1.19818,0.71375,0.67534,0.70587,0.39557,1.25168,0.77763,1.1671,0.004555,0.004555,0.004555
112,11690.7,1.24597,0.78051,1.18025,0.71521,0.65666,0.69744,0.38798,1.26336,0.77895,1.17248,0.0045055,0.0045055,0.0045055
113,11794.2,1.25402,0.76202,1.2014,0.72011,0.65495,0.7022,0.39202,1.26403,0.78884,1.17107,0.004456,0.004456,0.004456
114,11898.2,1.20472,0.74868,1.18292,0.70565,0.67637,0.69934,0.38815,1.26324,0.80797,1.17086,0.0044065,0.0044065,0.0044065
115,12001.2,1.22607,0.75306,1.17868,0.71976,0.67154,0.70113,0.39124,1.27109,0.78733,1.17459,0.004357,0.004357,0.004357
116,12103.7,1.24187,0.75973,1.18058,0.70626,0.688,0.7028,0.39266,1.28371,0.76476,1.18227,0.0043075,0.0043075,0.0043075
117,12206.5,1.219,0.7514,1.16598,0.71295,0.667,0.69832,0.39529,1.2632,0.77168,1.17987,0.004258,0.004258,0.004258
118,12310.1,1.19249,0.74503,1.17411,0.72604,0.65121,0.70156,0.39623,1.25489,0.78938,1.1725,0.0042085,0.0042085,0.0042085
119,12413.4,1.18008,0.7328,1.16807,0.70977,0.66897,0.69877,0.39157,1.26054,0.7737,1.1771,0.004159,0.004159,0.004159
120,12516.4,1.20016,0.73947,1.16699,0.70202,0.67933,0.70218,0.39646,1.2525,0.75831,1.17832,0.0041095,0.0041095,0.0041095
121,12620.5,1.19179,0.73676,1.16744,0.71912,0.66848,0.70136,0.40208,1.24124,0.76748,1.1641,0.00406,0.00406,0.00406
122,12723.7,1.17266,0.7213,1.16158,0.71347,0.67045,0.70264,0.4036,1.24293,0.77455,1.16309,0.0040105,0.0040105,0.0040105
123,12827,1.17735,0.72451,1.16106,0.71854,0.66499,0.70452,0.40033,1.25064,0.76883,1.17611,0.003961,0.003961,0.003961
124,12931.4,1.19564,0.72191,1.15781,0.70963,0.66552,0.69549,0.39593,1.25306,0.76955,1.17017,0.0039115,0.0039115,0.0039115
125,13034.3,1.18348,0.72938,1.16569,0.70989,0.67242,0.7029,0.39903,1.25129,0.77913,1.17013,0.003862,0.003862,0.003862
