epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,4847.26,1.45691,0.97855,1.38281,0.69053,0.60108,0.65639,0.3451,1.45923,0.98715,1.35278,0.0013466,0.0013466,0.0013466
68,4918.53,1.46991,1.0055,1.36536,0.67574,0.62742,0.6556,0.34188,1.43727,1.31176,1.33659,0.0013367,0.0013367,0.0013367
69,4991.35,1.44563,0.97526,1.35584,0.69017,0.60565,0.6591,0.34746,1.44454,0.96777,1.36637,0.0013268,0.0013268,0.0013268
70,5062.87,1.45336,0.97878,1.36553,0.67424,0.61724,0.65021,0.33973,1.48226,0.99228,1.38211,0.0013169,0.0013169,0.0013169
71,5134.84,1.45422,0.98234,1.37411,0.69859,0.62122,0.67062,0.34633,1.44708,0.93627,1.36701,0.001307,0.001307,0.001307
72,5206.11,1.43773,0.96795,1.37142,0.67995,0.62122,0.66826,0.34859,1.43454,0.94857,1.35054,0.0012971,0.0012971,0.0012971
73,5278.7,1.4225,0.94108,1.35154,0.68455,0.61857,0.65686,0.34467,1.4694,0.96863,1.3598,0.0012872,0.0012872,0.0012872
74,5350.12,1.43182,0.93841,1.36821,0.71598,0.59876,0.65825,0.3431,1.46695,0.95847,1.36673,0.0012773,0.0012773,0.0012773
75,5421.97,1.4258,0.95738,1.35133,0.70161,0.61503,0.66022,0.34217,1.47327,0.96504,1.38496,0.0012674,0.0012674,0.0012674
76,5495.09,1.40246,0.93715,1.36084,0.67908,0.61138,0.6599,0.34438,1.4468,0.95812,1.35695,0.0012575,0.0012575,0.0012575
77,5566.51,1.3815,0.91539,1.34521,0.68942,0.60418,0.6627,0.35367,1.43305,0.93618,1.35706,0.0012476,0.0012476,0.0012476
78,5638.17,1.40732,0.92466,1.33726,0.71349,0.6127,0.66814,0.35433,1.43171,0.92435,1.36537,0.0012377,0.0012377,0.0012377
79,5711.16,1.36445,0.91456,1.3403,0.68329,0.61348,0.66588,0.35463,1.45303,0.94392,1.37428,0.0012278,0.0012278,0.0012278
80,5783.56,1.37781,0.91252,1.31903,0.69055,0.60843,0.65706,0.3434,1.43863,1.01446,1.36743,0.0012179,0.0012179,0.0012179
81,5855.39,1.40792,0.92585,1.3372,0.69721,0.6082,0.66224,0.34576,1.45111,0.94134,1.37598,0.001208,0.001208,0.001208
82,5928.35,1.34523,0.89052,1.32317,0.70353,0.61943,0.66724,0.34711,1.4579,0.96208,1.38102,0.0011981,0.0011981,0.0011981
83,5999.56,1.37328,0.91977,1.32399,0.69551,0.63594,0.6713,0.34926,1.45469,0.97897,1.39238,0.0011882,0.0011882,0.0011882
